   0.000000000E+00  -9.650673006E+50   4.713212625E+50   2.751152052E+44  -4.937457630E+50   0.000000000E+00
   1.700058185E+03  -3.454564225E+50   2.817504692E+50   1.026077143E+50   3.890176099E+49   5.326475240E+50
   3.400177747E+03  -3.448950020E+50   2.832915557E+50   1.009900532E+50   3.938660684E+49   5.331323698E+50
   5.100076260E+03  -3.455295843E+50   2.852745778E+50   9.992819976E+49   3.967319323E+49   5.334189562E+50
   6.800173056E+03  -3.419412639E+50   2.826052254E+50   9.907558835E+49   3.973954987E+49   5.334853128E+50
   8.500115178E+03  -3.430409408E+50   2.845345086E+50   9.841224485E+49   3.990581271E+49   5.336515757E+50
   1.020013072E+04  -3.444647230E+50   2.867369375E+50   9.780020022E+49   4.007241472E+49   5.338181777E+50
   1.190009545E+04  -3.436409474E+50   2.866123846E+50   9.724057899E+49   4.021201614E+49   5.339577791E+50
   1.360015500E+04  -3.448157031E+50   2.884824183E+50   9.670712887E+49   4.037384408E+49   5.341196071E+50
   1.530012139E+04  -3.439720896E+50   2.881853061E+50   9.621167270E+49   4.042488910E+49   5.341706521E+50
   1.700013837E+04  -3.428270744E+50   2.875691754E+50   9.568431484E+49   4.042641579E+49   5.341721788E+50
   1.870005195E+04  -3.430461559E+50   2.883317548E+50   9.516118757E+49   4.044678647E+49   5.341925494E+50
   2.040002327E+04  -3.435305938E+50   2.893630194E+50   9.465511254E+49   4.048753812E+49   5.342333011E+50
   2.210011339E+04  -3.440807130E+50   2.904810672E+50   9.415021111E+49   4.055056530E+49   5.342963283E+50
   2.380005293E+04  -3.434282683E+50   2.903299445E+50   9.365266947E+49   4.055434570E+49   5.343001087E+50
   2.550004114E+04  -3.426652398E+50   2.900765072E+50   9.313624988E+49   4.054751737E+49   5.342932803E+50
   2.720017144E+04  -3.428010758E+50   2.907345623E+50   9.262364495E+49   4.055713146E+49   5.343028944E+50
   2.890005894E+04  -3.434138580E+50   2.918876710E+50   9.211585423E+49   4.058966721E+49   5.343354302E+50
   3.060007353E+04  -3.434746300E+50   2.924772849E+50   9.160936127E+49   4.061201621E+49   5.343577792E+50
   3.230008928E+04  -3.429218300E+50   2.924178220E+50   9.110321772E+49   4.059920971E+49   5.343449727E+50
   3.400002114E+04  -3.426255974E+50   2.926326316E+50   9.058858983E+49   4.059562412E+49   5.343413871E+50
   3.570007104E+04  -3.428703194E+50   2.933951461E+50   9.008062824E+49   4.060545493E+49   5.343512179E+50
   3.740003040E+04  -3.434295291E+50   2.944808995E+50   8.958179272E+49   4.063316312E+49   5.343789261E+50
   3.910005232E+04  -3.432054467E+50   2.947519453E+50   8.909315712E+49   4.063965580E+49   5.343854188E+50
   4.080000342E+04  -3.426738877E+50   2.946920232E+50   8.860655553E+49   4.062469102E+49   5.343704540E+50
   4.250006086E+04  -3.426017070E+50   2.950987222E+50   8.812915270E+49   4.062616791E+49   5.343719309E+50
   4.420017710E+04  -3.429197667E+50   2.958980744E+50   8.766825633E+49   4.064656401E+49   5.343923270E+50
   4.590015148E+04  -3.432480708E+50   2.966947515E+50   8.721580344E+49   4.066248412E+49   5.344082471E+50
   4.760014066E+04  -3.429276044E+50   2.968099172E+50   8.677223819E+49   4.065455095E+49   5.344003139E+50
   4.930004669E+04  -3.425788841E+50   2.968953119E+50   8.633567171E+49   4.065209958E+49   5.343978625E+50
   5.100015126E+04  -3.426741224E+50   2.974240868E+50   8.590798310E+49   4.065794742E+49   5.344037104E+50
   5.270007646E+04  -3.430366360E+50   2.982272819E+50   8.548222311E+49   4.067286901E+49   5.344186320E+50
   5.440016830E+04  -3.430873414E+50   2.987121518E+50   8.505693281E+49   4.068174323E+49   5.344275062E+50
   5.610009731E+04  -3.427038213E+50   2.987419502E+50   8.463334636E+49   4.067147527E+49   5.344172382E+50
   5.780006652E+04  -3.425284292E+50   2.989896838E+50   8.420598210E+49   4.066723673E+49   5.344129997E+50
   5.950013683E+04  -3.427105839E+50   2.996068536E+50   8.377848392E+49   4.067475355E+49   5.344205165E+50
   6.120008809E+04  -3.430364546E+50   3.003705303E+50   8.335176300E+49   4.068583873E+49   5.344316017E+50
   6.290005442E+04  -3.429352882E+50   3.006895506E+50   8.292779905E+49   4.068206148E+49   5.344278244E+50
   6.460005215E+04  -3.426295770E+50   3.007951057E+50   8.250560565E+49   4.067113435E+49   5.344168973E+50
   6.630004040E+04  -3.426185274E+50   3.012016672E+50   8.208853214E+49   4.067167195E+49   5.344174349E+50
   6.800000675E+04  -3.428179194E+50   3.018206903E+50   8.167959425E+49   4.068236516E+49   5.344281281E+50
   6.970013346E+04  -3.429472958E+50   3.023562265E+50   8.127550052E+49   4.068443124E+49   5.344301942E+50
   7.140006601E+04  -3.427568337E+50   3.025551016E+50   8.087735667E+49   4.067562463E+49   5.344213876E+50
