   0.000000000E+00   0.500000000E+04  -0.192836033E+01   0.104375278E+00  -0.110603340E+01  -0.182963918E+01  -0.210644207E+01  -0.222388438E+01  -0.824985300E+00  -0.877312239E+00  -0.162219687E+01  -0.216836033E+01  -0.261516323E+01
   0.170008320E+04   0.500000000E+04  -0.201422877E+01   0.185068432E-01  -0.119190183E+01  -0.191550761E+01  -0.219231050E+01  -0.230975282E+01  -0.910853735E+00  -0.963180674E+00  -0.170806530E+01  -0.225422877E+01  -0.270103166E+01
   0.340004007E+04   0.500000000E+04  -0.203152592E+01   0.120969783E-02  -0.120919898E+01  -0.193280476E+01  -0.220960765E+01  -0.232704996E+01  -0.928150880E+00  -0.980477820E+00  -0.172536245E+01  -0.227152592E+01  -0.271832881E+01
   0.510003595E+04   0.500000000E+04  -0.208081420E+01  -0.480785856E-01  -0.125848726E+01  -0.198209304E+01  -0.225889593E+01  -0.237633825E+01  -0.977439164E+00  -0.102976610E+01  -0.177465073E+01  -0.232081420E+01  -0.276761709E+01
   0.680009895E+04   0.500000000E+04  -0.223667618E+01  -0.203940569E+00  -0.141434924E+01  -0.213795503E+01  -0.241475792E+01  -0.253220023E+01  -0.113330115E+01  -0.118562809E+01  -0.193051271E+01  -0.247667618E+01  -0.292347907E+01
   0.850000574E+04   0.500000000E+04  -0.259156068E+01  -0.558825069E+00  -0.176923374E+01  -0.249283953E+01  -0.276964242E+01  -0.288708473E+01  -0.148818565E+01  -0.154051259E+01  -0.228539721E+01  -0.283156068E+01  -0.327836357E+01
   0.102001415E+05   0.500000000E+04  -0.317018501E+01  -0.113744939E+01  -0.234785807E+01  -0.307146385E+01  -0.334826674E+01  -0.346570905E+01  -0.206680997E+01  -0.211913691E+01  -0.286402154E+01  -0.341018501E+01  -0.385698790E+01
   0.119000433E+05   0.500000000E+04  -0.384048548E+01  -0.180774986E+01  -0.301815854E+01  -0.374176432E+01  -0.401856721E+01  -0.413600952E+01  -0.273711044E+01  -0.278943738E+01  -0.353432201E+01  -0.408048548E+01  -0.452728837E+01
   0.136000586E+05   0.500000000E+04  -0.449884130E+01  -0.246610569E+01  -0.367651436E+01  -0.440012014E+01  -0.467692304E+01  -0.479436535E+01  -0.339546627E+01  -0.344779321E+01  -0.419267783E+01  -0.473884130E+01  -0.518564419E+01
   0.153001089E+05   0.500000000E+04  -0.521100776E+01  -0.317827215E+01  -0.438868083E+01  -0.511228661E+01  -0.538908950E+01  -0.550653181E+01  -0.410763273E+01  -0.415995967E+01  -0.490484430E+01  -0.545100776E+01  -0.589781066E+01
   0.170000227E+05   0.500000000E+04  -0.592889938E+01  -0.389616376E+01  -0.510657244E+01  -0.583017822E+01  -0.610698111E+01  -0.622442342E+01  -0.482552434E+01  -0.487785128E+01  -0.562273591E+01  -0.616889938E+01  -0.661570227E+01
   0.187000062E+05   0.500000000E+04  -0.594697537E+01  -0.391423976E+01  -0.512464843E+01  -0.584825422E+01  -0.612505711E+01  -0.624249942E+01  -0.484360034E+01  -0.489592728E+01  -0.564081190E+01  -0.618697537E+01  -0.663377827E+01
   0.204000535E+05   0.500000000E+04  -0.591768926E+01  -0.388495364E+01  -0.509536232E+01  -0.581896810E+01  -0.609577099E+01  -0.621321331E+01  -0.481431422E+01  -0.486664116E+01  -0.561152579E+01  -0.615768926E+01  -0.660449215E+01
   0.221001087E+05   0.500000000E+04  -0.588125814E+01  -0.384852253E+01  -0.505893120E+01  -0.578253699E+01  -0.605933988E+01  -0.617678219E+01  -0.477788311E+01  -0.483021005E+01  -0.557509467E+01  -0.612125814E+01  -0.656806103E+01
   0.238000402E+05   0.500000000E+04  -0.584393749E+01  -0.381120187E+01  -0.502161055E+01  -0.574521633E+01  -0.602201922E+01  -0.613946153E+01  -0.474056245E+01  -0.479288939E+01  -0.553777402E+01  -0.608393749E+01  -0.653074038E+01
   0.255000130E+05   0.500000000E+04  -0.580758958E+01  -0.377485397E+01  -0.498526264E+01  -0.570886842E+01  -0.598567131E+01  -0.610311363E+01  -0.470421455E+01  -0.475654148E+01  -0.550142611E+01  -0.604758958E+01  -0.649439247E+01
   0.272001547E+05   0.500000000E+04  -0.585403742E+01  -0.382130181E+01  -0.503171048E+01  -0.575531626E+01  -0.603211916E+01  -0.614956147E+01  -0.475066239E+01  -0.480298932E+01  -0.554787395E+01  -0.609403742E+01  -0.654084031E+01
   0.289000913E+05   0.500000000E+04  -0.581830620E+01  -0.378557059E+01  -0.499597926E+01  -0.571958504E+01  -0.599638793E+01  -0.611383025E+01  -0.471493116E+01  -0.476725810E+01  -0.551214273E+01  -0.605830620E+01  -0.650510909E+01
   0.306000932E+05   0.500000000E+04  -0.578500966E+01  -0.375227405E+01  -0.496268272E+01  -0.568628851E+01  -0.596309140E+01  -0.608053371E+01  -0.468163463E+01  -0.473396157E+01  -0.547884619E+01  -0.602500966E+01  -0.647181255E+01
   0.323000846E+05   0.500000000E+04  -0.575330059E+01  -0.372056498E+01  -0.493097365E+01  -0.565457944E+01  -0.593138233E+01  -0.604882464E+01  -0.464992556E+01  -0.470225250E+01  -0.544713712E+01  -0.599330059E+01  -0.644010348E+01
   0.340000958E+05   0.500000000E+04  -0.572312801E+01  -0.369039240E+01  -0.490080107E+01  -0.562440685E+01  -0.590120975E+01  -0.601865206E+01  -0.461975298E+01  -0.467207992E+01  -0.541696454E+01  -0.596312801E+01  -0.640993090E+01
   0.357001305E+05   0.500000000E+04  -0.569480486E+01  -0.366206924E+01  -0.487247792E+01  -0.559608370E+01  -0.587288659E+01  -0.599032890E+01  -0.459142982E+01  -0.464375676E+01  -0.538864139E+01  -0.593480486E+01  -0.638160775E+01
   0.374000971E+05   0.500000000E+04  -0.566805180E+01  -0.363531619E+01  -0.484572486E+01  -0.556933065E+01  -0.584613354E+01  -0.596357585E+01  -0.456467677E+01  -0.461700371E+01  -0.536188833E+01  -0.590805180E+01  -0.635485469E+01
   0.391001195E+05   0.500000000E+04  -0.564233339E+01  -0.360959778E+01  -0.482000645E+01  -0.554361223E+01  -0.582041512E+01  -0.593785744E+01  -0.453895836E+01  -0.459128529E+01  -0.533616992E+01  -0.588233339E+01  -0.632913628E+01
   0.408001051E+05   0.500000000E+04  -0.561759704E+01  -0.358486143E+01  -0.479527011E+01  -0.551887589E+01  -0.579567878E+01  -0.591312109E+01  -0.451422201E+01  -0.456654895E+01  -0.531143357E+01  -0.585759704E+01  -0.630439994E+01
   0.425000262E+05   0.500000000E+04  -0.559401672E+01  -0.356128111E+01  -0.477168978E+01  -0.549529556E+01  -0.577209846E+01  -0.588954077E+01  -0.449064169E+01  -0.454296863E+01  -0.528785325E+01  -0.583401672E+01  -0.628081961E+01
   0.442000586E+05   0.500000000E+04  -0.557152567E+01  -0.353879006E+01  -0.474919873E+01  -0.547280451E+01  -0.574960741E+01  -0.586704972E+01  -0.446815064E+01  -0.452047758E+01  -0.526536220E+01  -0.581152567E+01  -0.625832856E+01
   0.459001556E+05   0.500000000E+04  -0.554998522E+01  -0.351724961E+01  -0.472765828E+01  -0.545126406E+01  -0.572806695E+01  -0.584550927E+01  -0.444661018E+01  -0.449893712E+01  -0.524382175E+01  -0.578998522E+01  -0.623678811E+01
   0.476001438E+05   0.500000000E+04  -0.552893650E+01  -0.349620089E+01  -0.470660956E+01  -0.543021535E+01  -0.570701824E+01  -0.582446055E+01  -0.442556147E+01  -0.447788841E+01  -0.522277303E+01  -0.576893650E+01  -0.621573939E+01
   0.493000494E+05   0.500000000E+04  -0.550870301E+01  -0.347596740E+01  -0.468637607E+01  -0.540998185E+01  -0.568678474E+01  -0.580422706E+01  -0.440532797E+01  -0.445765491E+01  -0.520253954E+01  -0.574870301E+01  -0.619550590E+01
   0.510000815E+05   0.500000000E+04  -0.548092899E+01  -0.344819338E+01  -0.465860205E+01  -0.538220784E+01  -0.565901073E+01  -0.577645304E+01  -0.437755396E+01  -0.442988090E+01  -0.517476552E+01  -0.572092899E+01  -0.616773188E+01
   0.527000964E+05   0.500000000E+04  -0.545269427E+01  -0.341995866E+01  -0.463036733E+01  -0.535397311E+01  -0.563077600E+01  -0.574821832E+01  -0.434931923E+01  -0.440164617E+01  -0.514653080E+01  -0.569269427E+01  -0.613949716E+01
