   0.000000000E+00   0.500000000E+04  -0.174226450E+01   0.290471115E+00  -0.919937559E+00  -0.164354334E+01  -0.192034623E+01  -0.203778855E+01  -0.638889463E+00  -0.691216402E+00  -0.143610103E+01  -0.198226450E+01  -0.242906739E+01
   0.170644036E+04   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.340689967E+04   0.500000000E+04  -0.534397017E+01  -0.331123455E+01  -0.452164323E+01  -0.524524901E+01  -0.552205190E+01  -0.563949421E+01  -0.424059513E+01  -0.429292207E+01  -0.503780670E+01  -0.558397017E+01  -0.603077306E+01
   0.518400075E+04   0.500000000E+04  -0.721299515E+01  -0.518025954E+01  -0.639066821E+01  -0.711427400E+01  -0.739107689E+01  -0.750851920E+01  -0.610962012E+01  -0.616194706E+01  -0.690683168E+01  -0.745299515E+01  -0.789979805E+01
   0.680185822E+04   0.500000000E+04  -0.823192526E+01  -0.619918964E+01  -0.740959832E+01  -0.813320410E+01  -0.841000699E+01  -0.852744930E+01  -0.712855022E+01  -0.718087716E+01  -0.792576179E+01  -0.847192526E+01  -0.891872815E+01
   0.859049364E+04   0.500000000E+04  -0.870670780E+01  -0.667397219E+01  -0.788438086E+01  -0.860798664E+01  -0.888478953E+01  -0.900223185E+01  -0.760333276E+01  -0.765565970E+01  -0.840054433E+01  -0.894670780E+01  -0.939351069E+01
   0.102354773E+05   0.500000000E+04  -0.889205899E+01  -0.685932338E+01  -0.806973206E+01  -0.879333784E+01  -0.907014073E+01  -0.918758304E+01  -0.778868396E+01  -0.784101090E+01  -0.858589552E+01  -0.913205899E+01  -0.957886189E+01
   0.119391951E+05   0.500000000E+04  -0.898931539E+01  -0.695657978E+01  -0.816698845E+01  -0.889059423E+01  -0.916739712E+01  -0.928483944E+01  -0.788594035E+01  -0.793826729E+01  -0.868315192E+01  -0.922931539E+01  -0.967611828E+01
   0.136543921E+05   0.500000000E+04  -0.905497561E+01  -0.702224000E+01  -0.823264867E+01  -0.895625446E+01  -0.923305735E+01  -0.935049966E+01  -0.795160058E+01  -0.800392752E+01  -0.874881214E+01  -0.929497561E+01  -0.974177850E+01
   0.153095151E+05   0.500000000E+04  -0.910573535E+01  -0.707299974E+01  -0.828340841E+01  -0.900701420E+01  -0.928381709E+01  -0.940125940E+01  -0.800236032E+01  -0.805468726E+01  -0.879957188E+01  -0.934573535E+01  -0.979253824E+01
   0.170117187E+05   0.500000000E+04  -0.915514930E+01  -0.712241368E+01  -0.833282236E+01  -0.905642814E+01  -0.933323103E+01  -0.945067334E+01  -0.805177426E+01  -0.810410120E+01  -0.884898583E+01  -0.939514930E+01  -0.984195219E+01
