   0.000000000E+00   0.500000000E+04  -0.183874928E+01   0.193986333E+00  -0.101642234E+01  -0.174002812E+01  -0.201683101E+01  -0.213427333E+01  -0.735374245E+00  -0.787701184E+00  -0.153258581E+01  -0.207874928E+01  -0.252555217E+01
   0.170008078E+04   0.500000000E+04  -0.188831669E+01   0.144418926E+00  -0.106598975E+01  -0.178959553E+01  -0.206639842E+01  -0.218384073E+01  -0.784941652E+00  -0.837268591E+00  -0.158215322E+01  -0.212831669E+01  -0.257511958E+01
   0.340006009E+04   0.500000000E+04  -0.190514024E+01   0.127595378E+00  -0.108281330E+01  -0.180641908E+01  -0.208322197E+01  -0.220066428E+01  -0.801765200E+00  -0.854092140E+00  -0.159897677E+01  -0.214514024E+01  -0.259194313E+01
   0.510007530E+04   0.500000000E+04  -0.197036267E+01   0.623729459E-01  -0.114803573E+01  -0.187164151E+01  -0.214844440E+01  -0.226588671E+01  -0.866987632E+00  -0.919314571E+00  -0.166419920E+01  -0.221036267E+01  -0.265716556E+01
   0.680009914E+04   0.500000000E+04  -0.217413402E+01  -0.141398409E+00  -0.135180708E+01  -0.207541287E+01  -0.235221576E+01  -0.246965807E+01  -0.107075899E+01  -0.112308593E+01  -0.186797055E+01  -0.241413402E+01  -0.286093691E+01
   0.850013009E+04   0.500000000E+04  -0.261415497E+01  -0.581419353E+00  -0.179182803E+01  -0.251543381E+01  -0.279223670E+01  -0.290967901E+01  -0.151077993E+01  -0.156310687E+01  -0.230799150E+01  -0.285415497E+01  -0.330095786E+01
   0.102001079E+05   0.500000000E+04  -0.326633128E+01  -0.123359567E+01  -0.244400434E+01  -0.316761013E+01  -0.344441302E+01  -0.356185533E+01  -0.216295625E+01  -0.221528319E+01  -0.296016781E+01  -0.350633128E+01  -0.395313417E+01
   0.119000161E+05   0.500000000E+04  -0.396334597E+01  -0.193061036E+01  -0.314101903E+01  -0.386462481E+01  -0.414142770E+01  -0.425887002E+01  -0.285997093E+01  -0.291229787E+01  -0.365718250E+01  -0.420334597E+01  -0.465014886E+01
   0.136000974E+05   0.500000000E+04  -0.464722529E+01  -0.261448968E+01  -0.382489835E+01  -0.454850413E+01  -0.482530703E+01  -0.494274934E+01  -0.354385026E+01  -0.359617720E+01  -0.434106182E+01  -0.488722529E+01  -0.533402818E+01
   0.153001219E+05   0.500000000E+04  -0.554255506E+01  -0.350981945E+01  -0.472022812E+01  -0.544383390E+01  -0.572063679E+01  -0.583807911E+01  -0.443918002E+01  -0.449150696E+01  -0.523639159E+01  -0.578255506E+01  -0.622935795E+01
   0.170000951E+05   0.500000000E+04  -0.582067906E+01  -0.378794344E+01  -0.499835212E+01  -0.572195790E+01  -0.599876079E+01  -0.611620310E+01  -0.471730402E+01  -0.476963096E+01  -0.551451559E+01  -0.606067906E+01  -0.650748195E+01
