  0.0000000000E+000  0.0000000000E+000
  1.7001640847E+003  8.2183911413E+013
  3.4001487346E+003  8.2148858165E+013
  5.1002348264E+003  8.2122464045E+013
  6.8001885507E+003  8.2121844951E+013
  8.5002078365E+003  8.2197992409E+013
  1.0200147658E+004  8.2405038432E+013
  1.1900184993E+004  8.2682734375E+013
  1.3600174694E+004  8.2986692444E+013
  1.5300144630E+004  8.3401117613E+013
  1.7000155114E+004  8.4599809335E+013
  1.8700193578E+004  8.7573396988E+013
  2.0400137859E+004  8.8254208172E+013
  2.2100136214E+004  8.8522558909E+013
  2.3800142303E+004  8.8671179665E+013
  2.5500260173E+004  8.8831650240E+013
  2.7200130911E+004  8.9078918378E+013
  2.8900167099E+004  8.9739285930E+013
  3.0600189728E+004  9.0567810841E+013
  3.2300180644E+004  9.1197916082E+013
  3.4000221283E+004  9.1884080350E+013
  3.5700198837E+004  9.2843861917E+013
  3.7400148354E+004  9.3891919162E+013
  3.9100166385E+004  9.5702152755E+013
  4.0800221577E+004  9.6786411875E+013
  4.2500207734E+004  9.7004985510E+013
  4.4200143865E+004  9.6840574006E+013
  4.5900177999E+004  9.6177902920E+013
  4.7600141696E+004  9.5871518833E+013
  4.9300197643E+004  9.6367515923E+013
  5.1000152601E+004  9.6588127315E+013
  5.2700163257E+004  9.6657498768E+013
  5.4400151183E+004  9.6692093958E+013
  5.6100213864E+004  9.6729316623E+013
  5.7800196171E+004  9.6761498395E+013
  5.9500166005E+004  9.6779876488E+013
  6.1200254123E+004  9.6776019274E+013
  6.2900182319E+004  9.6747522971E+013
  6.4600164245E+004  9.6702389456E+013
  6.6300202468E+004  9.6638379279E+013
  6.8000190925E+004  9.6539983253E+013
  6.9700186889E+004  9.6428496013E+013
  7.1400228012E+004  9.6309349344E+013
  7.3100201666E+004  9.6191281739E+013
  7.4800245776E+004  9.6071484961E+013
  7.6500254388E+004  9.5946367372E+013
  7.8200155537E+004  9.5813661615E+013
  7.9900143689E+004  9.5671796880E+013
  8.1600146272E+004  9.5511202312E+013
  8.3300133652E+004  9.5331756470E+013
  8.5000134502E+004  9.5168300593E+013
  8.6700190225E+004  9.5047638988E+013
  8.8400138726E+004  9.4984138456E+013
  9.0100202642E+004  9.4978248622E+013
  9.1800132900E+004  9.5009340281E+013
  9.3500168556E+004  9.5059989520E+013
  9.5200180344E+004  9.5122175299E+013
  9.6900166010E+004  9.5191329229E+013
  9.8600144424E+004  9.5262443638E+013
  1.0030016443E+005  9.5333590424E+013
  1.0200016589E+005  9.5403521260E+013
  1.0370024431E+005  9.5470834909E+013
  1.0540015455E+005  9.5536380257E+013
  1.0710025591E+005  9.5600206706E+013
  1.0880013314E+005  9.5662202848E+013
  1.1050022375E+005  9.5722404828E+013
  1.1220025393E+005  9.5780620912E+013
  1.1390013362E+005  9.5836619915E+013
  1.1560015005E+005  9.5890276890E+013
  1.1730025855E+005  9.5941728359E+013
  1.1900013140E+005  9.5991159700E+013
  1.2070024931E+005  9.6038576623E+013
  1.2240026170E+005  9.6090331030E+013
  1.2410023239E+005  9.6152181281E+013
  1.2580018540E+005  9.6188693139E+013
  1.2750019460E+005  9.6211307496E+013
  1.2920024443E+005  9.6226760794E+013
  1.3090020780E+005  9.6240259895E+013
  1.3260013618E+005  9.6256984178E+013
  1.3430015718E+005  9.6281912666E+013
  1.3600016476E+005  9.6318812326E+013
  1.3770014115E+005  9.6369249600E+013
  1.3940019631E+005  9.6432307481E+013
  1.4110020076E+005  9.6505159328E+013
  1.4280025230E+005  9.6584280359E+013
  1.4450019735E+005  9.6692289119E+013
  1.4620016074E+005  9.6851626570E+013
  1.4790018079E+005  9.7011748253E+013
  1.4960020166E+005  9.7170107796E+013
  1.5130022636E+005  9.7326237561E+013
  1.5300024819E+005  9.7480012991E+013
  1.5470013445E+005  9.7631025558E+013
  1.5640018402E+005  9.7778889423E+013
  1.5810018370E+005  9.7923677226E+013
  1.5980016825E+005  9.8067239274E+013
  1.6150020665E+005  9.8210157571E+013
  1.6320023571E+005  9.8350279996E+013
  1.6490019230E+005  9.8486467794E+013
  1.6660021568E+005  9.8618648258E+013
  1.6830022495E+005  9.8746911326E+013
  1.7000022394E+005  9.8871557585E+013
  1.7170014442E+005  9.8993092713E+013
  1.7340014899E+005  9.9111528602E+013
  1.7510018565E+005  9.9226488366E+013
  1.7680026015E+005  9.9338051698E+013
  1.7850018717E+005  9.9446228676E+013
  1.8020019244E+005  9.9551026936E+013
  1.8190018258E+005  9.9652546748E+013
  1.8360025123E+005  9.9751148395E+013
  1.8530019355E+005  9.9847099208E+013
  1.8700021343E+005  9.9940443133E+013
  1.8870014444E+005  1.0003111348E+014
  1.9040014641E+005  1.0011907730E+014
  1.9210018024E+005  1.0020433079E+014
  1.9380016823E+005  1.0028689734E+014
  1.9550023767E+005  1.0036685013E+014
  1.9720022167E+005  1.0044438694E+014
  1.9890019371E+005  1.0051975757E+014
  2.0060022489E+005  1.0059306937E+014
  2.0230019267E+005  1.0066431791E+014
  2.0400015640E+005  1.0073348794E+014
  2.0570015936E+005  1.0080057640E+014
  2.0740023515E+005  1.0086559681E+014
  2.0910024886E+005  1.0092872251E+014
  2.1080013910E+005  1.0099054905E+014
  2.1250025461E+005  1.0105086088E+014
  2.1420019272E+005  1.0110937434E+014
  2.1590022860E+005  1.0116611432E+014
  2.1760014475E+005  1.0122112411E+014
  2.1930024936E+005  1.0127443437E+014
  2.2100015056E+005  1.0132604460E+014
  2.2270021128E+005  1.0137598334E+014
  2.2440013445E+005  1.0142426979E+014
  2.2610015556E+005  1.0147093543E+014
  2.2780013690E+005  1.0151601047E+014
  2.2950024493E+005  1.0155953697E+014
  2.3120025656E+005  1.0160154822E+014
  2.3290017808E+005  1.0164210775E+014
  2.3460014218E+005  1.0168131916E+014
  2.3630025296E+005  1.0171926885E+014
  2.3800020793E+005  1.0175598948E+014
  2.3970013510E+005  1.0179149463E+014
  2.4140018555E+005  1.0182578929E+014
