 0007   0.101598E+00   0.791668E+09   0.779214E+10   0.320746E+09   0.617858E+12
 0008   0.120769E+00   0.818179E+09   0.138291E+10   0.322629E+09   0.563298E+12
 0009   0.147145E+00   0.849187E+09   0.117562E+10   0.324105E+09   0.510570E+12
 0010   0.179282E+00   0.884642E+09   0.110326E+10   0.325847E+09   0.460229E+12
 0011   0.213110E+00   0.923244E+09   0.114111E+10   0.330059E+09   0.412926E+12
 0012   0.253321E+00   0.967911E+09   0.111082E+10   0.336109E+09   0.368501E+12
 0013   0.301119E+00   0.102060E+10   0.110235E+10   0.344640E+09   0.327203E+12
 0014   0.357936E+00   0.108425E+10   0.112023E+10   0.357230E+09   0.289275E+12
 0015   0.425473E+00   0.116414E+10   0.118285E+10   0.378099E+09   0.254824E+12
 0016   0.518398E+00   0.127733E+10   0.121817E+10   0.421236E+09   0.203013E+12
 0017   0.663593E+00   0.147822E+10   0.138358E+10   0.532091E+09   0.141094E+12
 0018   0.114242E+01   0.215679E+10   0.141713E+10   0.485015E+09   0.964930E+11
 0019   0.165457E+01   0.286364E+10   0.138017E+10   0.457097E+09   0.711751E+11
 0020   0.228084E+01   0.360929E+10   0.119062E+10   0.445190E+09   0.548288E+11
 0021   0.314417E+01   0.449661E+10   0.102780E+10   0.423745E+09   0.434269E+11
 0022   0.402480E+01   0.539804E+10   0.102362E+10   0.406988E+09   0.353283E+11
 0023   0.503431E+01   0.632679E+10   0.919993E+09   0.399672E+09   0.292520E+11
 0024   0.614087E+01   0.733506E+10   0.911171E+09   0.393010E+09   0.246029E+11
 0025   0.749370E+01   0.846677E+10   0.836560E+09   0.380191E+09   0.209499E+11
 0026   0.883854E+01   0.960288E+10   0.844786E+09   0.373094E+09   0.180777E+11
 0027   0.103940E+02   0.108244E+11   0.785307E+09   0.365955E+09   0.157366E+11
 0028   0.120809E+02   0.121152E+11   0.765239E+09   0.358996E+09   0.138148E+11
 0029   0.138950E+02   0.134687E+11   0.746043E+09   0.352314E+09   0.122178E+11
 0030   0.158668E+02   0.148866E+11   0.719127E+09   0.346362E+09   0.108727E+11
 0031   0.180346E+02   0.163846E+11   0.691028E+09   0.339981E+09   0.972651E+10
 0032   0.203218E+02   0.179325E+11   0.676765E+09   0.334729E+09   0.874586E+10
 0033   0.227941E+02   0.195541E+11   0.655891E+09   0.329477E+09   0.789572E+10
 0034   0.254494E+02   0.212495E+11   0.638464E+09   0.324372E+09   0.715337E+10
 0035   0.280098E+02   0.229373E+11   0.659233E+09   0.322558E+09   0.650621E+10
 0036   0.310149E+02   0.247725E+11   0.610678E+09   0.317881E+09   0.592929E+10
 0037   0.342606E+02   0.266885E+11   0.590321E+09   0.313766E+09   0.541535E+10
 0038   0.378075E+02   0.287167E+11   0.571841E+09   0.308144E+09   0.495496E+10
 0039   0.414883E+02   0.307826E+11   0.561242E+09   0.304709E+09   0.454215E+10
 0040   0.453503E+02   0.329344E+11   0.557185E+09   0.300992E+09   0.416997E+10
 0041   0.495290E+02   0.351860E+11   0.538830E+09   0.297720E+09   0.383167E+10
 0042   0.536632E+02   0.374718E+11   0.552892E+09   0.295856E+09   0.352594E+10
 0043   0.584701E+02   0.399382E+11   0.513100E+09   0.292512E+09   0.324441E+10
 0044   0.634899E+02   0.424998E+11   0.510303E+09   0.289253E+09   0.298762E+10
 0045   0.687862E+02   0.451565E+11   0.501616E+09   0.286831E+09   0.275244E+10
 0046   0.744825E+02   0.479581E+11   0.491824E+09   0.283767E+09   0.253651E+10
 0047   0.804911E+02   0.508613E+11   0.483176E+09   0.281615E+09   0.233840E+10
 0048   0.869747E+02   0.539341E+11   0.473937E+09   0.278804E+09   0.215609E+10
 0049   0.939151E+02   0.571462E+11   0.462810E+09   0.276524E+09   0.198841E+10
 0050   0.101430E+03   0.605569E+11   0.453877E+09   0.273721E+09   0.183363E+10
 0051   0.108714E+03   0.639857E+11   0.470727E+09   0.273132E+09   0.169269E+10
 0052   0.117017E+03   0.676830E+11   0.445264E+09   0.271663E+09   0.156194E+10
 0053   0.126266E+03   0.716577E+11   0.429746E+09   0.269035E+09   0.144065E+10
 0054   0.136127E+03   0.758506E+11   0.425207E+09   0.267083E+09   0.132822E+10
 0055   0.146694E+03   0.803033E+11   0.421373E+09   0.264718E+09   0.122374E+10
 0056   0.157541E+03   0.849194E+11   0.425585E+09   0.264054E+09   0.112695E+10
 0057   0.169246E+03   0.898459E+11   0.420895E+09   0.263333E+09   0.103608E+10
 0058   0.182032E+03   0.951342E+11   0.413590E+09   0.261920E+09   0.950595E+09
 0059   0.196857E+03   0.100922E+12   0.390436E+09   0.259820E+09   0.868658E+09
 0060   0.211474E+03   0.106900E+12   0.408939E+09   0.259286E+09   0.792334E+09
 0061   0.228267E+03   0.113447E+12   0.389834E+09   0.258343E+09   0.718108E+09
 0062   0.246418E+03   0.120512E+12   0.389266E+09   0.257864E+09   0.646257E+09
 0063   0.265454E+03   0.128072E+12   0.397122E+09   0.259072E+09   0.577730E+09
 0064   0.287082E+03   0.136522E+12   0.390711E+09   0.261256E+09   0.511721E+09
 0065   0.311653E+03   0.146174E+12   0.392843E+09   0.263863E+09   0.448639E+09
 0066   0.340044E+03   0.157377E+12   0.394585E+09   0.266836E+09   0.388877E+09
 0067   0.373459E+03   0.170596E+12   0.395597E+09   0.271043E+09   0.332710E+09
 0068   0.413035E+03   0.186556E+12   0.403278E+09   0.275214E+09   0.280352E+09
 0069   0.460579E+03   0.205983E+12   0.408606E+09   0.281038E+09   0.232852E+09
