   0.000000000E+00   0.500000000E+04  -0.169091703E+01   0.341818583E+00  -0.868590091E+00  -0.159219587E+01  -0.186899877E+01  -0.198644108E+01  -0.587541996E+00  -0.639868935E+00  -0.138475356E+01  -0.193091703E+01  -0.237771992E+01
   0.170644036E+04   0.500000000E+04  -0.472378344E+01  -0.269104783E+01  -0.390145650E+01  -0.462506229E+01  -0.490186518E+01  -0.501930749E+01  -0.362040841E+01  -0.367273535E+01  -0.441761997E+01  -0.496378344E+01  -0.541058633E+01
   0.340689967E+04   0.500000000E+04  -0.778981868E+01  -0.575708307E+01  -0.696749174E+01  -0.769109752E+01  -0.796790042E+01  -0.808534273E+01  -0.668644365E+01  -0.673877058E+01  -0.748365521E+01  -0.802981868E+01  -0.847662157E+01
   0.518400075E+04   0.500000000E+04  -0.890275895E+01  -0.687002334E+01  -0.808043201E+01  -0.880403780E+01  -0.908084069E+01  -0.919828300E+01  -0.779938392E+01  -0.785171086E+01  -0.859659548E+01  -0.914275895E+01  -0.958956184E+01
   0.680185822E+04   0.500000000E+04  -0.915812098E+01  -0.712538536E+01  -0.833579404E+01  -0.905939982E+01  -0.933620271E+01  -0.945364502E+01  -0.805474594E+01  -0.810707288E+01  -0.885195751E+01  -0.939812098E+01  -0.984492387E+01
   0.859237440E+04   0.500000000E+04  -0.925355810E+01  -0.722082249E+01  -0.843123116E+01  -0.915483694E+01  -0.943163983E+01  -0.954908215E+01  -0.815018306E+01  -0.820251000E+01  -0.894739463E+01  -0.949355810E+01  -0.994036099E+01
   0.102394461E+05   0.500000000E+04  -0.933166332E+01  -0.729892770E+01  -0.850933638E+01  -0.923294216E+01  -0.950974505E+01  -0.962718736E+01  -0.822828828E+01  -0.828061522E+01  -0.902549985E+01  -0.957166332E+01  -0.100184662E+02
   0.119414811E+05   0.500000000E+04  -0.940346537E+01  -0.737072976E+01  -0.858113843E+01  -0.930474422E+01  -0.958154711E+01  -0.969898942E+01  -0.830009034E+01  -0.835241728E+01  -0.909730190E+01  -0.964346537E+01  -0.100902683E+02
   0.136536576E+05   0.500000000E+04  -0.945401296E+01  -0.742127735E+01  -0.863168602E+01  -0.935529181E+01  -0.963209470E+01  -0.974953701E+01  -0.835063793E+01  -0.840296487E+01  -0.914784949E+01  -0.969401296E+01  -0.101408159E+02
   0.153146799E+05   0.500000000E+04  -0.948844242E+01  -0.745570680E+01  -0.866611548E+01  -0.938972126E+01  -0.966652415E+01  -0.978396646E+01  -0.838506738E+01  -0.843739432E+01  -0.918227895E+01  -0.972844242E+01  -0.101752453E+02
   0.170200435E+05   0.500000000E+04  -0.950311320E+01  -0.747037759E+01  -0.868078626E+01  -0.940439205E+01  -0.968119494E+01  -0.979863725E+01  -0.839973817E+01  -0.845206511E+01  -0.919694973E+01  -0.974311320E+01  -0.101899161E+02
   0.187156041E+05   0.500000000E+04  -0.951609020E+01  -0.748335459E+01  -0.869376326E+01  -0.941736904E+01  -0.969417194E+01  -0.981161425E+01  -0.841271517E+01  -0.846504211E+01  -0.920992673E+01  -0.975609020E+01  -0.102028931E+02
   0.204124043E+05   0.500000000E+04  -0.952420297E+01  -0.749146736E+01  -0.870187603E+01  -0.942548182E+01  -0.970228471E+01  -0.981972702E+01  -0.842082794E+01  -0.847315488E+01  -0.921803950E+01  -0.976420297E+01  -0.102110059E+02
   0.221284461E+05   0.500000000E+04  -0.953479885E+01  -0.750206323E+01  -0.871247191E+01  -0.943607769E+01  -0.971288058E+01  -0.983032289E+01  -0.843142381E+01  -0.848375075E+01  -0.922863538E+01  -0.977479885E+01  -0.102216017E+02
   0.238002905E+05   0.500000000E+04  -0.954190383E+01  -0.750916822E+01  -0.871957689E+01  -0.944318267E+01  -0.971998556E+01  -0.983742788E+01  -0.843852879E+01  -0.849085573E+01  -0.923574036E+01  -0.978190383E+01  -0.102287067E+02
   0.255133908E+05   0.500000000E+04  -0.954750754E+01  -0.751477193E+01  -0.872518060E+01  -0.944878638E+01  -0.972558927E+01  -0.984303159E+01  -0.844413250E+01  -0.849645944E+01  -0.924134407E+01  -0.978750754E+01  -0.102343104E+02
   0.272173834E+05   0.500000000E+04  -0.955231115E+01  -0.751957554E+01  -0.872998421E+01  -0.945359000E+01  -0.973039289E+01  -0.984783520E+01  -0.844893612E+01  -0.850126306E+01  -0.924614768E+01  -0.979231115E+01  -0.102391140E+02
   0.289344560E+05   0.500000000E+04  -0.955663845E+01  -0.752390284E+01  -0.873431151E+01  -0.945791729E+01  -0.973472018E+01  -0.985216250E+01  -0.845326341E+01  -0.850559035E+01  -0.925047498E+01  -0.979663845E+01  -0.102434413E+02
   0.306491222E+05   0.500000000E+04  -0.957531238E+01  -0.754257677E+01  -0.875298544E+01  -0.947659122E+01  -0.975339412E+01  -0.987083643E+01  -0.847193735E+01  -0.852426428E+01  -0.926914891E+01  -0.981531238E+01  -0.102621153E+02
   0.323432590E+05   0.500000000E+04  -0.958325221E+01  -0.755051660E+01  -0.876092527E+01  -0.948453106E+01  -0.976133395E+01  -0.987877626E+01  -0.847987718E+01  -0.853220412E+01  -0.927708874E+01  -0.982325221E+01  -0.102700551E+02
   0.340534074E+05   0.500000000E+04  -0.958581718E+01  -0.755308156E+01  -0.876349024E+01  -0.948709602E+01  -0.976389891E+01  -0.988134122E+01  -0.848244214E+01  -0.853476908E+01  -0.927965371E+01  -0.982581718E+01  -0.102726201E+02
   0.357041239E+05   0.500000000E+04  -0.958773610E+01  -0.755500049E+01  -0.876540917E+01  -0.948901495E+01  -0.976581784E+01  -0.988326015E+01  -0.848436107E+01  -0.853668801E+01  -0.928157263E+01  -0.982773610E+01  -0.102745390E+02
   0.374036650E+05   0.500000000E+04  -0.958961118E+01  -0.755687557E+01  -0.876728424E+01  -0.949089002E+01  -0.976769291E+01  -0.988513523E+01  -0.848623615E+01  -0.853856308E+01  -0.928344771E+01  -0.982961118E+01  -0.102764141E+02
   0.391484154E+05   0.500000000E+04  -0.959151176E+01  -0.755877614E+01  -0.876918482E+01  -0.949279060E+01  -0.976959349E+01  -0.988703580E+01  -0.848813672E+01  -0.854046366E+01  -0.928534829E+01  -0.983151176E+01  -0.102783146E+02
   0.408548558E+05   0.500000000E+04  -0.960583577E+01  -0.757310015E+01  -0.878350883E+01  -0.950711461E+01  -0.978391750E+01  -0.990135982E+01  -0.850246073E+01  -0.855478767E+01  -0.929967230E+01  -0.984583577E+01  -0.102926387E+02
   0.425778097E+05   0.500000000E+04  -0.960763741E+01  -0.757490180E+01  -0.878531047E+01  -0.950891625E+01  -0.978571914E+01  -0.990316146E+01  -0.850426238E+01  -0.855658931E+01  -0.930147394E+01  -0.984763741E+01  -0.102944403E+02
   0.442255505E+05   0.500000000E+04  -0.960821066E+01  -0.757547504E+01  -0.878588372E+01  -0.950948950E+01  -0.978629239E+01  -0.990373470E+01  -0.850483562E+01  -0.855716256E+01  -0.930204719E+01  -0.984821066E+01  -0.102950135E+02
   0.459538155E+05   0.500000000E+04  -0.960887029E+01  -0.757613467E+01  -0.878654335E+01  -0.951014913E+01  -0.978695202E+01  -0.990439433E+01  -0.850549525E+01  -0.855782219E+01  -0.930270682E+01  -0.984887029E+01  -0.102956732E+02
   0.476738795E+05   0.500000000E+04  -0.960960967E+01  -0.757687406E+01  -0.878728274E+01  -0.951088852E+01  -0.978769141E+01  -0.990513372E+01  -0.850623464E+01  -0.855856158E+01  -0.930344621E+01  -0.984960967E+01  -0.102964126E+02
   0.493782810E+05   0.500000000E+04  -0.961039730E+01  -0.757766169E+01  -0.878807036E+01  -0.951167615E+01  -0.978847904E+01  -0.990592135E+01  -0.850702227E+01  -0.855934921E+01  -0.930423383E+01  -0.985039730E+01  -0.102972002E+02
   0.510570944E+05   0.500000000E+04  -0.960663044E+01  -0.757389483E+01  -0.878430350E+01  -0.950790928E+01  -0.978471217E+01  -0.990215449E+01  -0.850325540E+01  -0.855558234E+01  -0.930046697E+01  -0.984663044E+01  -0.102934333E+02
   0.527038864E+05   0.500000000E+04  -0.960380138E+01  -0.757106577E+01  -0.878147444E+01  -0.950508023E+01  -0.978188312E+01  -0.989932543E+01  -0.850042635E+01  -0.855275329E+01  -0.929763791E+01  -0.984380138E+01  -0.102906043E+02
   0.544219402E+05   0.500000000E+04  -0.960285389E+01  -0.757011827E+01  -0.878052695E+01  -0.950413273E+01  -0.978093562E+01  -0.989837794E+01  -0.849947885E+01  -0.855180579E+01  -0.929669042E+01  -0.984285389E+01  -0.102896568E+02
   0.561010304E+05   0.500000000E+04  -0.960259096E+01  -0.756985534E+01  -0.878026402E+01  -0.950386980E+01  -0.978067269E+01  -0.989811501E+01  -0.849921592E+01  -0.855154286E+01  -0.929642749E+01  -0.984259096E+01  -0.102893938E+02
   0.578529011E+05   0.500000000E+04  -0.960265198E+01  -0.756991637E+01  -0.878032504E+01  -0.950393083E+01  -0.978073372E+01  -0.989817603E+01  -0.849927695E+01  -0.855160389E+01  -0.929648851E+01  -0.984265198E+01  -0.102894549E+02
   0.595595946E+05   0.500000000E+04  -0.960291891E+01  -0.757018330E+01  -0.878059197E+01  -0.950419775E+01  -0.978100065E+01  -0.989844296E+01  -0.849954388E+01  -0.855187081E+01  -0.929675544E+01  -0.984291891E+01  -0.102897218E+02
   0.612060686E+05   0.500000000E+04  -0.957884574E+01  -0.754611012E+01  -0.875651880E+01  -0.948012458E+01  -0.975692747E+01  -0.987436978E+01  -0.847547070E+01  -0.852779764E+01  -0.927268227E+01  -0.981884574E+01  -0.102656486E+02
   0.629087472E+05   0.500000000E+04  -0.958224726E+01  -0.754951164E+01  -0.875992032E+01  -0.948352610E+01  -0.976032899E+01  -0.987777130E+01  -0.847887222E+01  -0.853119916E+01  -0.927608379E+01  -0.982224726E+01  -0.102690501E+02
   0.646661386E+05   0.500000000E+04  -0.958621799E+01  -0.755348237E+01  -0.876389105E+01  -0.948749683E+01  -0.976429972E+01  -0.988174204E+01  -0.848284295E+01  -0.853516989E+01  -0.928005452E+01  -0.982621799E+01  -0.102730209E+02
   0.663347855E+05   0.500000000E+04  -0.958942489E+01  -0.755668928E+01  -0.876709795E+01  -0.949070373E+01  -0.976750662E+01  -0.988494894E+01  -0.848604985E+01  -0.853837679E+01  -0.928326142E+01  -0.982942489E+01  -0.102762278E+02
   0.680434009E+05   0.500000000E+04  -0.959220974E+01  -0.755947413E+01  -0.876988281E+01  -0.949348859E+01  -0.977029148E+01  -0.988773379E+01  -0.848883471E+01  -0.854116165E+01  -0.928604627E+01  -0.983220974E+01  -0.102790126E+02
   0.697901462E+05   0.500000000E+04  -0.959463898E+01  -0.756190337E+01  -0.877231205E+01  -0.949591783E+01  -0.977272072E+01  -0.989016303E+01  -0.849126395E+01  -0.854359089E+01  -0.928847551E+01  -0.983463898E+01  -0.102814419E+02
   0.714297001E+05   0.500000000E+04  -0.960637044E+01  -0.757363482E+01  -0.878404350E+01  -0.950764928E+01  -0.978445217E+01  -0.990189448E+01  -0.850299540E+01  -0.855532234E+01  -0.930020697E+01  -0.984637044E+01  -0.102931733E+02
   0.731137620E+05   0.500000000E+04  -0.961065945E+01  -0.757792384E+01  -0.878833252E+01  -0.951193830E+01  -0.978874119E+01  -0.990618350E+01  -0.850728442E+01  -0.855961136E+01  -0.930449598E+01  -0.985065945E+01  -0.102974623E+02
   0.748466284E+05   0.500000000E+04  -0.961289381E+01  -0.758015820E+01  -0.879056687E+01  -0.951417266E+01  -0.979097555E+01  -0.990841786E+01  -0.850951878E+01  -0.856184572E+01  -0.930673034E+01  -0.985289381E+01  -0.102996967E+02
   0.766257624E+05   0.500000000E+04  -0.961459976E+01  -0.758186415E+01  -0.879227282E+01  -0.951587860E+01  -0.979268149E+01  -0.991012381E+01  -0.851122472E+01  -0.856355166E+01  -0.930843629E+01  -0.985459976E+01  -0.103014027E+02
   0.782769026E+05   0.500000000E+04  -0.961597521E+01  -0.758323960E+01  -0.879364827E+01  -0.951725405E+01  -0.979405694E+01  -0.991149926E+01  -0.851260017E+01  -0.856492711E+01  -0.930981174E+01  -0.985597521E+01  -0.103027781E+02
   0.799548353E+05   0.500000000E+04  -0.961724628E+01  -0.758451067E+01  -0.879491935E+01  -0.951852513E+01  -0.979532802E+01  -0.991277033E+01  -0.851387125E+01  -0.856619819E+01  -0.931108281E+01  -0.985724628E+01  -0.103040492E+02
   0.816588974E+05   0.500000000E+04  -0.960553707E+01  -0.757280146E+01  -0.878321013E+01  -0.950681592E+01  -0.978361881E+01  -0.990106112E+01  -0.850216204E+01  -0.855448898E+01  -0.929937360E+01  -0.984553707E+01  -0.102923400E+02
   0.833923830E+05   0.500000000E+04  -0.959921051E+01  -0.756647490E+01  -0.877688357E+01  -0.950048935E+01  -0.977729224E+01  -0.989473456E+01  -0.849583547E+01  -0.854816241E+01  -0.929304704E+01  -0.983921051E+01  -0.102860134E+02
   0.851583201E+05   0.500000000E+04  -0.959429032E+01  -0.756155470E+01  -0.877196338E+01  -0.949556916E+01  -0.977237205E+01  -0.988981436E+01  -0.849091528E+01  -0.854324222E+01  -0.928812685E+01  -0.983429032E+01  -0.102810932E+02
   0.867749805E+05   0.500000000E+04  -0.959043968E+01  -0.755770406E+01  -0.876811274E+01  -0.949171852E+01  -0.976852141E+01  -0.988596372E+01  -0.848706464E+01  -0.853939158E+01  -0.928427621E+01  -0.983043968E+01  -0.102772426E+02
