  0.0000000000E+000 0000
  0.1700218218E+004 0463
  0.3400327172E+004 0463
  0.5100271473E+004 0463
  0.6800308999E+004 0463
  0.8500314194E+004 0463
  0.1020030880E+005 0464
  0.1190025618E+005 0468
  0.1360027743E+005 0474
  0.1530022265E+005 0479
  0.1700025982E+005 0484
  0.1870018411E+005 0490
  0.2040035535E+005 0505
  0.2210024517E+005 0507
  0.2380024766E+005 0508
  0.2550018553E+005 0508
  0.2720025031E+005 0508
  0.2890019073E+005 0508
  0.3060030176E+005 0508
  0.3230026438E+005 0508
  0.3400036634E+005 0508
  0.3570019785E+005 0508
  0.3740028030E+005 0508
  0.3910025076E+005 0508
  0.4080035550E+005 0508
  0.4250021139E+005 0508
  0.4420022876E+005 0507
  0.4590025904E+005 0507
  0.4760028118E+005 0507
  0.4930020204E+005 0507
  0.5100034108E+005 0507
  0.5270035393E+005 0507
  0.5440022841E+005 0507
  0.5610020227E+005 0507
  0.5780034270E+005 0507
  0.5950029399E+005 0507
  0.6120036083E+005 0507
  0.6290022765E+005 0507
  0.6460032946E+005 0507
  0.6630035180E+005 0507
  0.6800033160E+005 0507
  0.6970028458E+005 0508
  0.7140034520E+005 0508
  0.7310032864E+005 0508
  0.7480027543E+005 0508
  0.7650020690E+005 0508
  0.7820030903E+005 0508
  0.7990033881E+005 0508
  0.8160034499E+005 0508
  0.8330021503E+005 0508
  0.8500025464E+005 0508
  0.8670028180E+005 0508
  0.8840019444E+005 0508
  0.9010019110E+005 0508
  0.9180029635E+005 0508
  0.9350029224E+005 0508
  0.9520018664E+005 0508
  0.9690036515E+005 0508
  0.9860021674E+005 0508
  0.1003002307E+006 0508
  0.1020002361E+006 0508
  0.1037002905E+006 0508
  0.1054002394E+006 0508
  0.1071002934E+006 0508
  0.1088002375E+006 0508
  0.1105003148E+006 0508
  0.1122003038E+006 0508
  0.1139003072E+006 0508
  0.1156002574E+006 0508
  0.1173003565E+006 0508
  0.1190001866E+006 0508
  0.1207002484E+006 0508
  0.1224002601E+006 0508
  0.1241002668E+006 0508
  0.1258002129E+006 0508
  0.1275003508E+006 0508
  0.1292003668E+006 0508
  0.1309002022E+006 0508
  0.1326002661E+006 0508
  0.1343001968E+006 0508
  0.1360002681E+006 0508
  0.1377003523E+006 0508
  0.1394002529E+006 0508
  0.1411003359E+006 0508
  0.1428003013E+006 0508
  0.1445002014E+006 0508
  0.1462002989E+006 0508
  0.1479002677E+006 0508
  0.1496002242E+006 0508
  0.1513002518E+006 0508
  0.1530002652E+006 0508
  0.1547002919E+006 0508
  0.1564003245E+006 0508
  0.1581002957E+006 0508
  0.1598002807E+006 0508
  0.1615003126E+006 0508
  0.1632003519E+006 0508
  0.1649002591E+006 0508
  0.1666002150E+006 0508
  0.1683003613E+006 0508
  0.1700003203E+006 0508
  0.1717003661E+006 0508
  0.1734002142E+006 0508
  0.1751002946E+006 0508
  0.1768002085E+006 0508
  0.1785002337E+006 0508
  0.1802003114E+006 0508
  0.1819001958E+006 0508
  0.1836002291E+006 0508
  0.1853003469E+006 0508
