  0.0000000000E+000  0.0000000000E+000
  1.7003359291E+003  6.5860060895E+004
  3.4003580942E+003  6.5753007544E+004
  5.1003722349E+003  6.5644327513E+004
  6.8002028664E+003  6.5534640000E+004
  8.5003337918E+003  6.5424786159E+004
  1.0200250208E+004  6.5316470852E+004
  1.1900324905E+004  6.5211256815E+004
  1.3600257749E+004  6.5107086708E+004
  1.5300288009E+004  6.4999591194E+004
  1.7000282826E+004  6.4888200390E+004
  1.8700305599E+004  6.4774535860E+004
  2.0400298905E+004  6.4659788349E+004
  2.2100378031E+004  6.4544516093E+004
  2.3800352793E+004  6.4428992700E+004
  2.5500233550E+004  6.4313311723E+004
  2.7200234724E+004  6.4197635312E+004
  2.8900324853E+004  6.4081342677E+004
  3.0600338970E+004  6.3963880132E+004
  3.2300278207E+004  6.3847171741E+004
  3.4000396061E+004  6.3731609864E+004
  3.5700325003E+004  6.3617358388E+004
  3.7400387832E+004  6.3507806882E+004
  3.9100339243E+004  6.3409717013E+004
  4.0800239500E+004  6.3307365864E+004
  4.2500369147E+004  6.3195698610E+004
  4.4200210368E+004  6.3082381430E+004
  4.5900243865E+004  6.2968987000E+004
  4.7600348829E+004  6.2855568560E+004
  4.9300238403E+004  6.2742088890E+004
  5.1000279443E+004  6.2628508557E+004
  5.2700405875E+004  6.2514838386E+004
  5.4400292355E+004  6.2401112991E+004
  5.6100264909E+004  6.2287324113E+004
  5.7800261539E+004  6.2173473209E+004
  5.9500298123E+004  6.2059559159E+004
  6.1200370155E+004  6.1945595584E+004
  6.2900244167E+004  6.1831612233E+004
  6.4600221956E+004  6.1717752173E+004
  6.6300344444E+004  6.1604103079E+004
  6.8000320237E+004  6.1490594280E+004
  6.9700339230E+004  6.1377273798E+004
  7.1400291998E+004  6.1263978311E+004
  7.3100368626E+004  6.1150631644E+004
  7.4800217485E+004  6.1037253283E+004
  7.6500333521E+004  6.0923824230E+004
  7.8200312756E+004  6.0810389103E+004
  7.9900229145E+004  6.0696960087E+004
  8.1600297354E+004  6.0583538341E+004
  8.3300302887E+004  6.0470151960E+004
  8.5000327665E+004  2.9129396433E+004
  8.6700285250E+004  2.9760485398E+004
  8.8400304627E+004  3.0136229099E+004
  9.0100356098E+004  3.0449908993E+004
  9.1800274527E+004  3.0737896880E+004
  9.3500282941E+004  3.1006759404E+004
  9.5200405877E+004  3.1258033917E+004
  9.6900268650E+004  3.1493065328E+004
  9.8600285233E+004  3.1713198135E+004
  1.0030038346E+005  3.1919584839E+004
  1.0200030251E+005  3.2113241838E+004
  1.0370029055E+005  3.2295136510E+004
  1.0540026226E+005  3.2466099164E+004
  1.0710038759E+005  3.2626899086E+004
  1.0880027153E+005  3.2778176813E+004
  1.1050033007E+005  3.2920579864E+004
  1.1220037324E+005  3.3054619423E+004
  1.1390032535E+005  3.3184370935E+004
  1.1560029612E+005  3.3319258184E+004
  1.1730028404E+005  3.3458826689E+004
  1.1900028561E+005  3.3597963381E+004
  1.2070023916E+005  3.3732332181E+004
  1.2240038851E+005  3.3859368883E+004
  1.2410035707E+005  3.3977804737E+004
  1.2580029954E+005  3.4087234915E+004
  1.2750034836E+005  3.4187709671E+004
  1.2920035111E+005  3.4279502383E+004
  1.3090023481E+005  3.4363008976E+004
  1.3260022029E+005  3.4438685436E+004
  1.3430029638E+005  3.4506983359E+004
  1.3600038814E+005  3.4568340505E+004
  1.3770031973E+005  3.4623170757E+004
  1.3940025747E+005  3.4671872976E+004
  1.4110037467E+005  3.4714815663E+004
  1.4280023187E+005  3.4752318580E+004
  1.4450040032E+005  3.4784651388E+004
  1.4620028247E+005  3.4812024103E+004
  1.4790030402E+005  3.4834675469E+004
  1.4960037926E+005  3.4852839837E+004
  1.5130039818E+005  3.4866746905E+004
  1.5300029341E+005  3.4876605185E+004
  1.5470035125E+005  3.4882580745E+004
  1.5640039032E+005  3.4884814021E+004
  1.5810032889E+005  3.4883445888E+004
  1.5980027487E+005  3.4878621168E+004
  1.6150032670E+005  3.4870485764E+004
  1.6320040104E+005  3.4859185018E+004
  1.6490030640E+005  3.4844862162E+004
  1.6660031531E+005  3.4827651320E+004
  1.6830040345E+005  3.4807682476E+004
  1.7000023861E+005  3.4785083831E+004
  1.7170030136E+005  3.4759999283E+004
  1.7340034038E+005  3.4733134813E+004
  1.7510025382E+005  3.4705712106E+004
  1.7680032430E+005  3.4678405524E+004
  1.7850024686E+005  3.4651242092E+004
  1.8020040666E+005  3.4623882987E+004
  1.8190032113E+005  3.4595907368E+004
  1.8360028948E+005  3.4566918650E+004
  1.8530033976E+005  3.4536604016E+004
  1.8700023090E+005  3.4504733249E+004
  1.8870021957E+005  3.4471147562E+004
  1.9040024088E+005  3.4435765283E+004
  1.9210023171E+005  3.4398555186E+004
  1.9380022196E+005  3.4359509158E+004
  1.9550031762E+005  3.4318638399E+004
  1.9720036500E+005  3.4275984237E+004
  1.9890038957E+005  3.4231605415E+004
  2.0060032113E+005  3.4185579805E+004
  2.0230038429E+005  3.4137988623E+004
  2.0400021972E+005  3.4088936528E+004
