   0.000000000E+00   0.500000000E+04  -0.166320461E+01   0.369531002E+00  -0.840877672E+00  -0.156448345E+01  -0.184128635E+01  -0.195872866E+01  -0.559829576E+00  -0.612156515E+00  -0.135704114E+01  -0.190320461E+01  -0.235000750E+01
   0.170644036E+04   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.340689967E+04   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.518400075E+04   0.500000000E+04  -0.198127391E+01   0.514617078E-01  -0.115894697E+01  -0.188255275E+01  -0.215935564E+01  -0.227679795E+01  -0.877898870E+00  -0.930225810E+00  -0.167511044E+01  -0.222127391E+01  -0.266807680E+01
   0.680185822E+04   0.500000000E+04  -0.300619300E+01  -0.973457389E+00  -0.218386606E+01  -0.290747185E+01  -0.318427474E+01  -0.330171705E+01  -0.190281797E+01  -0.195514491E+01  -0.270002953E+01  -0.324619300E+01  -0.369299589E+01
   0.854119854E+04   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.102446406E+05   0.500000000E+04  -0.130344588E+01   0.729289736E+00  -0.481118938E+00  -0.120472472E+01  -0.148152761E+01  -0.159896993E+01  -0.200070843E+00  -0.252397782E+00  -0.997282408E+00  -0.154344588E+01  -0.199024877E+01
   0.119045670E+05   0.500000000E+04  -0.247294978E+01  -0.440214170E+00  -0.165062284E+01  -0.237422863E+01  -0.265103152E+01  -0.276847383E+01  -0.136957475E+01  -0.142190169E+01  -0.216678631E+01  -0.271294978E+01  -0.315975267E+01
   0.136106713E+05   0.500000000E+04  -0.309035808E+01  -0.105762247E+01  -0.226803114E+01  -0.299163692E+01  -0.326843981E+01  -0.338588213E+01  -0.198698304E+01  -0.203930998E+01  -0.278419461E+01  -0.333035808E+01  -0.377716097E+01
   0.153117969E+05   0.500000000E+04  -0.375960088E+01  -0.172686526E+01  -0.293727394E+01  -0.366087972E+01  -0.393768261E+01  -0.405512492E+01  -0.265622584E+01  -0.270855278E+01  -0.345343741E+01  -0.399960088E+01  -0.444640377E+01
   0.170137065E+05   0.500000000E+04  -0.415142221E+01  -0.211868660E+01  -0.332909527E+01  -0.405270105E+01  -0.432950394E+01  -0.444694626E+01  -0.304804717E+01  -0.310037411E+01  -0.384525874E+01  -0.439142221E+01  -0.483822510E+01
   0.187279657E+05   0.500000000E+04  -0.453742899E+01  -0.250469337E+01  -0.371510205E+01  -0.443870783E+01  -0.471551072E+01  -0.483295304E+01  -0.343405395E+01  -0.348638089E+01  -0.423126552E+01  -0.477742899E+01  -0.522423188E+01
   0.204208443E+05   0.500000000E+04  -0.477485566E+01  -0.274212004E+01  -0.395252872E+01  -0.467613450E+01  -0.495293739E+01  -0.507037971E+01  -0.367148062E+01  -0.372380756E+01  -0.446869219E+01  -0.501485566E+01  -0.546165855E+01
