   0.000000000E+00   0.500000000E+04  -0.180790871E+01   0.224826905E+00  -0.985581769E+00  -0.170918755E+01  -0.198599044E+01  -0.210343276E+01  -0.704533674E+00  -0.756860613E+00  -0.150174524E+01  -0.204790871E+01  -0.249471160E+01
   0.170644036E+04   0.500000000E+04  -0.952602542E+00   0.108013307E+01  -0.130275603E+00  -0.853881386E+00  -0.113068428E+01  -0.124812659E+01   0.150772493E+00   0.984455536E-01  -0.646439073E+00  -0.119260254E+01  -0.163940543E+01
   0.340689967E+04   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.518400075E+04   0.500000000E+04  -0.300294962E+01  -0.970214007E+00  -0.218062268E+01  -0.290422846E+01  -0.318103135E+01  -0.329847367E+01  -0.189957458E+01  -0.195190152E+01  -0.269678615E+01  -0.324294962E+01  -0.368975251E+01
   0.680185822E+04   0.500000000E+04  -0.794482564E-02   0.202479079E+01   0.814382113E+00   0.907763309E-01  -0.186026560E+00  -0.303468873E+00   0.109543021E+01   0.104310327E+01   0.298218644E+00  -0.247944826E+00  -0.694747717E+00
   0.858750354E+04   0.500000000E+04  -0.197050812E+01   0.622274945E-01  -0.114818118E+01  -0.187178696E+01  -0.214858985E+01  -0.226603217E+01  -0.867133084E+00  -0.919460023E+00  -0.166434465E+01  -0.221050812E+01  -0.265731101E+01
   0.102295222E+05   0.500000000E+04  -0.314637944E+01  -0.111364383E+01  -0.232405250E+01  -0.304765828E+01  -0.332446118E+01  -0.344190349E+01  -0.204300441E+01  -0.209533134E+01  -0.284021597E+01  -0.338637944E+01  -0.383318233E+01
   0.119367044E+05   0.500000000E+04  -0.340875751E+01  -0.137602190E+01  -0.258643057E+01  -0.331003636E+01  -0.358683925E+01  -0.370428156E+01  -0.230538248E+01  -0.235770942E+01  -0.310259404E+01  -0.364875751E+01  -0.409556041E+01
   0.136573771E+05   0.500000000E+04  -0.695562284E+01  -0.492288722E+01  -0.613329590E+01  -0.685690168E+01  -0.713370457E+01  -0.725114688E+01  -0.585224780E+01  -0.590457474E+01  -0.664945937E+01  -0.719562284E+01  -0.764242573E+01
   0.153033222E+05   0.500000000E+04  -0.714124090E+01  -0.510850529E+01  -0.631891396E+01  -0.704251975E+01  -0.731932264E+01  -0.743676495E+01  -0.603786587E+01  -0.609019281E+01  -0.683507743E+01  -0.738124090E+01  -0.782804380E+01
   0.170017909E+05   0.500000000E+04  -0.714721333E+01  -0.511447772E+01  -0.632488639E+01  -0.704849218E+01  -0.732529507E+01  -0.744273738E+01  -0.604383830E+01  -0.609616524E+01  -0.684104986E+01  -0.738721333E+01  -0.783401622E+01
   0.187173568E+05   0.500000000E+04  -0.713106323E+01  -0.509832762E+01  -0.630873629E+01  -0.703234208E+01  -0.730914497E+01  -0.742658728E+01  -0.602768820E+01  -0.608001514E+01  -0.682489976E+01  -0.737106323E+01  -0.781786612E+01
   0.204102225E+05   0.500000000E+04  -0.711346483E+01  -0.508072922E+01  -0.629113789E+01  -0.701474367E+01  -0.729154656E+01  -0.740898888E+01  -0.601008979E+01  -0.606241673E+01  -0.680730136E+01  -0.735346483E+01  -0.780026772E+01
   0.221232565E+05   0.500000000E+04  -0.709980884E+01  -0.506707323E+01  -0.627748190E+01  -0.700108769E+01  -0.727789058E+01  -0.739533289E+01  -0.599643381E+01  -0.604876075E+01  -0.679364537E+01  -0.733980884E+01  -0.778661173E+01
   0.238292864E+05   0.500000000E+04  -0.709458735E+01  -0.506185174E+01  -0.627226041E+01  -0.699586619E+01  -0.727266908E+01  -0.739011140E+01  -0.599121232E+01  -0.604353925E+01  -0.678842388E+01  -0.733458735E+01  -0.778139024E+01
   0.255049051E+05   0.500000000E+04  -0.709260226E+01  -0.505986665E+01  -0.627027532E+01  -0.699388110E+01  -0.727068399E+01  -0.738812631E+01  -0.598922722E+01  -0.604155416E+01  -0.678643879E+01  -0.733260226E+01  -0.777940515E+01
   0.272075955E+05   0.500000000E+04  -0.709405396E+01  -0.506131834E+01  -0.627172702E+01  -0.699533280E+01  -0.727213569E+01  -0.738957800E+01  -0.599067892E+01  -0.604300586E+01  -0.678789049E+01  -0.733405396E+01  -0.778085685E+01
   0.289203306E+05   0.500000000E+04  -0.709855591E+01  -0.506582029E+01  -0.627622897E+01  -0.699983475E+01  -0.727663764E+01  -0.739407995E+01  -0.599518087E+01  -0.604750781E+01  -0.679239244E+01  -0.733855591E+01  -0.778535880E+01
   0.306268143E+05   0.500000000E+04  -0.710480980E+01  -0.507207419E+01  -0.628248286E+01  -0.700608864E+01  -0.728289154E+01  -0.740033385E+01  -0.600143477E+01  -0.605376171E+01  -0.679864633E+01  -0.734480980E+01  -0.779161269E+01
   0.323132296E+05   0.500000000E+04  -0.711169297E+01  -0.507895736E+01  -0.628936603E+01  -0.701297181E+01  -0.728977471E+01  -0.740721702E+01  -0.600831794E+01  -0.606064487E+01  -0.680552950E+01  -0.735169297E+01  -0.779849586E+01
   0.340203500E+05   0.500000000E+04  -0.712058808E+01  -0.508785246E+01  -0.629826114E+01  -0.702186692E+01  -0.729866981E+01  -0.741611213E+01  -0.601721304E+01  -0.606953998E+01  -0.681442461E+01  -0.736058808E+01  -0.780739097E+01
   0.357344628E+05   0.500000000E+04  -0.713146322E+01  -0.509872761E+01  -0.630913629E+01  -0.703274207E+01  -0.730954496E+01  -0.742698727E+01  -0.602808819E+01  -0.608041513E+01  -0.682529975E+01  -0.737146322E+01  -0.781826612E+01
   0.374382557E+05   0.500000000E+04  -0.714430802E+01  -0.511157241E+01  -0.632198108E+01  -0.704558687E+01  -0.732238976E+01  -0.743983207E+01  -0.604093299E+01  -0.609325993E+01  -0.683814455E+01  -0.738430802E+01  -0.783111091E+01
   0.391161216E+05   0.500000000E+04  -0.715881559E+01  -0.512607997E+01  -0.633648865E+01  -0.706009443E+01  -0.733689732E+01  -0.745433964E+01  -0.605544055E+01  -0.610776749E+01  -0.685265212E+01  -0.739881559E+01  -0.784561848E+01
   0.408239814E+05   0.500000000E+04  -0.717830045E+01  -0.514556484E+01  -0.635597351E+01  -0.707957929E+01  -0.735638219E+01  -0.747382450E+01  -0.607492542E+01  -0.612725236E+01  -0.687213698E+01  -0.741830045E+01  -0.786510334E+01
   0.425495185E+05   0.500000000E+04  -0.719775299E+01  -0.516501738E+01  -0.637542605E+01  -0.709903183E+01  -0.737583473E+01  -0.749327704E+01  -0.609437796E+01  -0.614670490E+01  -0.689158952E+01  -0.743775299E+01  -0.788455588E+01
   0.442834273E+05   0.500000000E+04  -0.721587440E+01  -0.518313879E+01  -0.639354747E+01  -0.711715325E+01  -0.739395614E+01  -0.751139845E+01  -0.611249937E+01  -0.616482631E+01  -0.690971094E+01  -0.745587440E+01  -0.790267730E+01
   0.459279081E+05   0.500000000E+04  -0.723315907E+01  -0.520042346E+01  -0.641083213E+01  -0.713443792E+01  -0.741124081E+01  -0.752868312E+01  -0.612978404E+01  -0.618211098E+01  -0.692699560E+01  -0.747315907E+01  -0.791996196E+01
   0.476466766E+05   0.500000000E+04  -0.725158307E+01  -0.521884746E+01  -0.642925614E+01  -0.715286192E+01  -0.742966481E+01  -0.754710712E+01  -0.614820804E+01  -0.620053498E+01  -0.694541961E+01  -0.749158307E+01  -0.793838597E+01
   0.493491571E+05   0.500000000E+04  -0.727018550E+01  -0.523744989E+01  -0.644785856E+01  -0.717146435E+01  -0.744826724E+01  -0.756570955E+01  -0.616681047E+01  -0.621913741E+01  -0.696402203E+01  -0.751018550E+01  -0.795698839E+01
   0.510266945E+05   0.500000000E+04  -0.728236024E+01  -0.524962463E+01  -0.646003330E+01  -0.718363908E+01  -0.746044197E+01  -0.757788429E+01  -0.617898520E+01  -0.623131214E+01  -0.697619677E+01  -0.752236024E+01  -0.796916313E+01
   0.527766984E+05   0.500000000E+04  -0.729828770E+01  -0.526555208E+01  -0.647596076E+01  -0.719956654E+01  -0.747636943E+01  -0.759381174E+01  -0.619491266E+01  -0.624723960E+01  -0.699212423E+01  -0.753828770E+01  -0.798509059E+01
   0.544951471E+05   0.500000000E+04  -0.731651558E+01  -0.528377997E+01  -0.649418864E+01  -0.721779442E+01  -0.749459732E+01  -0.761203963E+01  -0.621314055E+01  -0.626546749E+01  -0.701035211E+01  -0.755651558E+01  -0.800331847E+01
